,SUMLEV,STATE,COUNTY,STNAME,CTYNAME,YEAR,AGEGRP,TOT_POP,TOT_MALE,TOT_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NHWA_MALE,NHWA_FEMALE,H_MALE,H_FEMALE,% White,% Minority,Unemployment Change
156617,50,17,183,Illinois,Vermilion County,12,0,75758,37722,38036,5555,5015,155,150,300,393,28915,30051,2161,1821,77.83468412576889,20.52588505504369,12.7
156845,50,17,185,Illinois,Wabash County,12,0,11520,5806,5714,70,47,17,18,86,53,5325,5391,226,137,93.02083333333333,5.677083333333333,20.9
157073,50,17,187,Illinois,Warren County,12,0,16844,8314,8530,290,200,45,39,228,178,6762,7248,902,760,83.17501781049631,15.685110425077179,6.7
157301,50,17,189,Illinois,Washington County,12,0,13887,6949,6938,81,56,22,10,30,41,6662,6668,95,105,95.98905451141356,3.168430906603298,15.3
157529,50,17,191,Illinois,Wayne County,12,0,16215,8004,8211,56,43,25,29,42,61,7678,7885,121,139,95.97903176071539,3.1822386679000925,14.7
157757,50,17,193,Illinois,White County,12,0,13537,6639,6898,68,27,30,22,31,53,6329,6656,120,90,95.9222870650809,3.257738051266898,14.1
157985,50,17,195,Illinois,Whiteside County,12,0,55175,27302,27873,557,446,150,116,126,190,22806,23566,3482,3332,84.04531037607612,15.222473946533757,12.4
158213,50,17,197,Illinois,Will County,12,0,690743,342744,347999,41467,43057,1656,1586,20011,21745,213347,218097,64118,61257,62.46085736663274,36.90185785451318,13.7
158441,50,17,199,Illinois,Williamson County,12,0,66597,33155,33442,1906,1190,200,111,365,530,29216,30233,1008,809,89.26678378905957,9.188101566136613,15.6
158669,50,17,201,Illinois,Winnebago County,12,0,282572,137829,144743,18819,20631,761,810,3874,4138,93155,98260,19239,18941,67.74025735033902,30.863992186062312,17.5
158897,50,17,203,Illinois,Woodford County,12,0,38459,19225,19234,166,118,50,53,151,159,18282,18353,395,340,95.25728698094075,3.7234457474193294,9.4
159125,50,18,1,Indiana,Adams County,12,0,35777,17875,17902,108,90,69,48,71,66,16672,16815,844,779,93.5992397350253,5.799815523939961,18.0
159353,50,18,3,Indiana,Allen County,12,0,379299,185582,193717,21673,23777,871,909,8826,8605,135334,141810,14883,14473,73.06742174379579,24.787041357873342,17.3
159581,50,18,5,Indiana,Bartholomew County,12,0,83779,42179,41600,1139,835,204,186,4137,2996,33030,34413,3293,2726,80.50108022296757,18.520154215256806,15.2
159809,50,18,7,Indiana,Benton County,12,0,8748,4363,4385,61,36,17,11,6,15,4000,4055,254,222,92.07818930041152,7.110196616369456,8.4
160037,50,18,9,Indiana,Blackford County,12,0,11758,5759,5999,64,26,11,20,13,54,5497,5701,87,119,95.23728525259398,3.350910018710665,18.7
160265,50,18,11,Indiana,Boone County,12,0,67843,33727,34116,740,684,100,84,1101,1183,30227,30646,1116,1041,89.7262797930516,8.916174107866691,7.1
160493,50,18,13,Indiana,Brown County,12,0,15092,7454,7638,63,47,43,51,22,50,7091,7298,161,117,95.34190299496423,3.6708189769414257,13.6
160721,50,18,15,Indiana,Carroll County,12,0,20257,10193,10064,124,77,36,43,13,24,9489,9488,487,382,93.68119662338945,5.854766253640717,12.4
160949,50,18,17,Indiana,Cass County,12,0,37689,18830,18859,547,342,231,236,429,369,14481,15055,3244,2963,78.36769349146965,22.184191673963223,13.6
161177,50,18,19,Indiana,Clark County,12,0,118302,57657,60645,4887,4999,258,245,623,791,47264,50255,3607,3097,82.43224966610877,15.643860627884568,15.4
161405,50,18,21,Indiana,Clay County,12,0,26225,13018,13207,118,77,36,41,50,56,12456,12681,206,184,95.85128693994281,2.9285033365109627,11.1
161633,50,18,23,Indiana,Clinton County,12,0,32399,16129,16270,158,93,79,98,59,94,12973,13397,2812,2530,81.39140096916572,18.281428439149355,11.2
161861,50,18,25,Indiana,Crawford County,12,0,10577,5387,5190,46,25,33,22,12,10,5143,5006,92,72,95.953483974662,2.9497967287510636,12.9
162089,50,18,27,Indiana,Daviess County,12,0,33351,16827,16524,443,325,58,72,82,87,15183,15151,952,795,90.95379448892086,8.437528110101645,6.3
162317,50,18,29,Indiana,Dearborn County,12,0,49458,24576,24882,195,150,61,54,96,130,23607,23908,348,347,96.07141412916009,2.792268187148692,15.3
162545,50,18,31,Indiana,Decatur County,12,0,26559,13198,13361,102,66,34,39,235,158,12407,12752,307,253,94.72871719567755,4.495651191686434,21.8
162773,50,18,33,Indiana,DeKalb County,12,0,43475,21566,21909,140,102,75,67,93,131,20406,20837,645,592,94.86601495112133,4.243818286371478,19.1
163001,50,18,35,Indiana,Delaware County,12,0,114135,54996,59139,4111,4162,171,157,728,783,47442,51364,1524,1480,86.56941341393963,11.491654619529504,13.1
163229,50,18,37,Indiana,Dubois County,12,0,42736,21437,21299,197,173,72,62,145,158,18898,19216,2076,1648,89.18476226132535,10.602302508423811,8.6
163457,50,18,39,Indiana,Elkhart County,12,0,206341,101948,104393,6344,6257,682,652,1107,1420,74721,78186,17951,16629,74.10403167572126,24.73672222195298,26.1
163685,50,18,41,Indiana,Fayette County,12,0,23102,11401,11701,177,163,33,65,37,47,10824,11176,186,153,95.22985022941737,3.726950047614925,21.4
163913,50,18,43,Indiana,Floyd County,12,0,78522,38122,40400,2101,2224,145,150,432,574,33349,35351,1386,1379,87.49140368304424,10.686177122335142,13.9
164141,50,18,45,Indiana,Fountain County,12,0,16346,8152,8194,56,36,31,28,17,33,7743,7793,217,218,95.0446592438517,3.890860149271993,15.3
164369,50,18,47,Indiana,Franklin County,12,0,22758,11333,11425,41,33,32,34,67,111,10945,11039,164,125,96.59899815449512,2.667193953774497,15.0
164597,50,18,49,Indiana,Fulton County,12,0,19974,9966,10008,103,69,100,80,59,81,9063,9201,586,494,91.4388705316912,7.870231300690898,14.7
164825,50,18,51,Indiana,Gibson County,12,0,33659,16895,16764,517,400,63,56,72,119,15631,15646,328,277,92.92314091327728,5.442823613298078,16.7
165053,50,18,53,Indiana,Grant County,12,0,65769,31473,34296,2452,2400,150,141,269,379,26384,29312,1504,1394,84.68427374598974,13.211391384999011,11.7
165281,50,18,55,Indiana,Greene County,12,0,31922,15954,15968,47,47,61,67,56,74,15380,15383,261,251,96.36927510807594,2.7065973309942986,9.4
165509,50,18,57,Indiana,Hamilton County,12,0,338011,165068,172943,7602,7731,360,388,10689,11276,136558,143232,7035,7412,82.77541263450006,15.529967959622615,8.0
165737,50,18,59,Indiana,Hancock County,12,0,78168,38506,39662,1287,1200,115,134,310,394,35254,36404,1034,998,91.67178385016886,7.000307031010132,11.7
165965,50,18,61,Indiana,Harrison County,12,0,40515,20272,20243,175,115,68,69,68,114,19346,19264,396,441,95.29803776379119,3.5690485005553496,13.8
166193,50,18,63,Indiana,Hendricks County,12,0,170311,85123,85188,7319,6007,258,275,2592,2738,69915,71292,3799,3525,82.91126233772334,15.567403162449873,8.4
166421,50,18,65,Indiana,Henry County,12,0,47972,25033,22939,1120,194,64,54,99,117,22867,21895,577,385,93.30859668139749,5.440673726340365,14.3
166649,50,18,67,Indiana,Howard County,12,0,82544,40082,42462,3253,3295,167,170,560,522,33684,36127,1520,1402,84.57428765264586,13.191752277573174,26.9
166877,50,18,69,Indiana,Huntington County,12,0,36520,18063,18457,151,123,101,113,107,130,16977,17468,526,481,94.31818181818183,4.742606790799562,16.8
167105,50,18,71,Indiana,Jackson County,12,0,44231,22121,22110,324,269,126,134,678,462,19020,19470,1811,1625,87.02041554565803,12.274196830277408,19.7
167333,50,18,73,Indiana,Jasper County,12,0,33562,16692,16870,192,112,55,63,71,91,15195,15458,1035,1034,91.33245932900303,7.904773255467493,13.0
167561,50,18,75,Indiana,Jay County,12,0,20436,10213,10223,70,39,24,22,31,51,9613,9711,370,293,94.55862203953806,4.403992953611274,17.3
167789,50,18,77,Indiana,Jefferson County,12,0,32308,15509,16799,289,411,52,71,124,152,14374,15470,471,498,92.37340596756222,6.400891420081714,19.1
168017,50,18,79,Indiana,Jennings County,12,0,27735,13882,13853,136,110,42,38,50,56,13094,13137,354,374,94.57724896340363,4.182440959076978,20.0
168245,50,18,81,Indiana,Johnson County,12,0,158167,78019,80148,2246,1849,263,236,3142,3143,68201,70865,3080,2858,87.92352387033958,10.632432808360784,11.3
168473,50,18,83,Indiana,Knox County,12,0,36594,18513,18081,697,396,79,49,165,188,16925,16869,438,387,92.34847242717386,6.555719516860687,13.6
168701,50,18,85,Indiana,Kosciusko County,12,0,79456,39727,39729,552,361,175,161,767,620,34413,35223,3436,3047,87.64095851792187,11.476792186870721,16.3
168929,50,18,87,Indiana,LaGrange County,12,0,39614,20110,19504,128,87,65,53,84,84,18846,18380,876,790,93.97182814156612,5.470288281920533,26.2
169157,50,18,89,Indiana,Lake County,12,0,485493,234924,250569,53600,64955,1326,1364,3980,4353,128327,132739,47793,47461,53.77338087263874,46.31003948563625,15.8
169385,50,18,91,Indiana,LaPorte County,12,0,109888,56630,53258,7568,5182,250,280,325,391,43566,43039,4083,3498,78.81206319161328,19.635447000582413,17.3
169613,50,18,93,Indiana,Lawrence County,12,0,45370,22464,22906,139,91,110,91,135,166,21450,21906,416,376,95.56094335463963,3.359047828961869,14.4
169841,50,18,95,Indiana,Madison County,12,0,129569,64849,64720,6282,4801,296,223,341,437,53970,55644,3057,2591,84.59893956116046,13.913821979022762,15.2
170069,50,18,97,Indiana,Marion County,12,0,964582,465006,499576,129574,151093,2254,2067,18616,18290,252928,268899,54230,50832,54.09877024452042,44.26331820415476,11.3
170297,50,18,99,Indiana,Marshall County,12,0,46258,23021,23237,242,146,92,83,145,164,19793,20255,2593,2365,86.57529508409357,12.603225388040986,15.8
170525,50,18,101,Indiana,Martin County,12,0,10255,5196,5059,25,11,21,17,13,35,5035,4887,55,63,96.75280351048269,2.340321794246709,6.4
170753,50,18,103,Indiana,Miami County,12,0,35516,19118,16398,1538,263,165,177,91,99,16289,15075,753,475,88.30949431242257,10.026466944475729,18.2
170981,50,18,105,Indiana,Monroe County,12,0,148431,73727,74704,2743,2776,239,245,5531,5290,60876,62261,2714,2560,82.95908536626446,14.887725609879338,7.5
171209,50,18,107,Indiana,Montgomery County,12,0,38338,19484,18854,279,158,91,74,216,130,17690,17435,1010,882,91.61928113099275,7.4077938337941465,9.3
171437,50,18,109,Indiana,Morgan County,12,0,70489,35025,35464,240,143,139,113,175,331,33501,33942,622,567,95.67875838783357,3.3054802877044644,9.2
171665,50,18,111,Indiana,Newton County,12,0,13984,7054,6930,86,54,38,39,17,81,6365,6272,510,448,90.36756292906179,9.103260869565217,12.2
171893,50,18,113,Indiana,Noble County,12,0,47744,23938,23806,402,155,104,103,109,149,20582,20783,2600,2425,86.63915884718499,12.665465817694372,25.6
172121,50,18,115,Indiana,Ohio County,12,0,5875,2919,2956,23,15,6,11,7,14,2805,2838,44,55,96.05106382978722,2.9787234042553195,14.7
172349,50,18,117,Indiana,Orange County,12,0,19646,9813,9833,186,139,53,34,36,48,9231,9343,191,165,94.54341850758425,4.336760663748346,22.5
172577,50,18,119,Indiana,Owen County,12,0,20799,10420,10379,67,44,45,42,36,88,10016,9934,134,144,95.9180729842781,2.8847540747151306,8.7
172805,50,18,121,Indiana,Parke County,12,0,16937,7970,8967,75,378,34,55,8,25,7629,8319,162,137,94.16071323138691,5.160299935053433,8.5
173033,50,18,123,Indiana,Perry County,12,0,19169,10316,8853,527,47,37,26,40,60,9473,8506,152,117,93.79206009703167,5.248056758307684,15.0
173261,50,18,125,Indiana,Pike County,12,0,12389,6169,6220,61,27,25,27,7,77,5955,5948,98,97,96.0771652272177,3.3820324481394786,12.3
173489,50,18,127,Indiana,Porter County,12,0,170389,84265,86124,3708,3858,335,309,1275,1370,69300,71014,8844,8875,82.3492126839174,16.769861904230908,14.7
173717,50,18,129,Indiana,Posey County,12,0,25427,12709,12718,142,125,41,38,46,121,12187,12157,170,143,95.74074802375428,3.2485153576906436,9.1
173945,50,18,131,Indiana,Pulaski County,12,0,12353,6329,6024,76,44,24,33,47,39,5909,5654,190,199,93.60479235813163,5.278070104428074,13.0
174173,50,18,133,Indiana,Putnam County,12,0,37576,19686,17890,1221,222,81,61,181,274,17570,16778,443,320,91.40941026186927,7.4595486480732385,11.2
174401,50,18,135,Indiana,Randolph County,12,0,24665,12126,12539,114,69,57,59,42,54,11287,11820,503,420,93.68335698357997,5.343604297587675,14.3
174629,50,18,137,Indiana,Ripley County,12,0,28324,14100,14224,81,56,54,52,134,108,13410,13640,300,230,95.502047733371,3.5835333992373957,15.4
174857,50,18,139,Indiana,Rush County,12,0,16581,8158,8423,101,73,23,47,32,33,7793,8021,127,165,95.37422350883541,3.624630601290634,16.1
175085,50,18,141,Indiana,St. Joseph County,12,0,271826,132376,139450,17779,19817,776,760,3499,3866,94932,100295,12830,11982,71.82057639813705,26.233325730430497,17.4
175313,50,18,143,Indiana,Scott County,12,0,23873,11701,12172,78,51,53,32,65,161,11112,11580,335,253,95.05298873204038,4.306119884388221,20.9
175541,50,18,145,Indiana,Shelby County,12,0,44729,22225,22504,341,295,72,81,190,181,20435,20780,981,966,92.14379932482282,6.946276464933265,17.0
175769,50,18,147,Indiana,Spencer County,12,0,20277,10227,10050,111,86,35,33,26,44,9657,9518,325,288,94.56527099669576,4.675247817724515,10.6
175997,50,18,149,Indiana,Starke County,12,0,22995,11476,11519,57,43,57,57,17,37,10760,10815,472,482,93.82474450967602,5.314198738856273,15.8
176225,50,18,151,Indiana,Steuben County,12,0,34594,17522,17072,191,118,64,68,116,120,16328,16000,684,612,93.44973116725444,5.703301150488524,17.4
176453,50,18,153,Indiana,Sullivan County,12,0,20669,11257,9412,976,37,34,33,30,23,9864,9075,247,119,91.62997726063186,7.252406986307998,11.7
176681,50,18,155,Indiana,Switzerland County,12,0,10751,5542,5209,121,28,17,18,10,28,5255,4985,104,100,95.24695377174216,3.962422100269743,16.4
176909,50,18,157,Indiana,Tippecanoe County,12,0,195732,100050,95682,5625,5926,393,363,9922,7244,73660,72651,8857,8206,74.75067950054157,23.775366317209247,10.3
177137,50,18,159,Indiana,Tipton County,12,0,15148,7545,7603,67,45,35,27,40,46,7094,7235,247,196,94.59334565619224,4.640876683390546,15.3
177365,50,18,161,Indiana,Union County,12,0,7054,3485,3569,33,35,12,9,12,17,3320,3389,64,63,95.1091579245818,3.4732066912390134,13.1
177593,50,18,163,Indiana,Vanderburgh County,12,0,181451,87952,93499,8775,9101,306,228,1223,1389,72865,77882,2647,2508,83.07862728780773,14.426484285013586,13.2
177821,50,18,165,Indiana,Vermillion County,12,0,15498,7735,7763,46,38,22,32,23,21,7452,7480,92,111,96.34791586011097,2.4841915085817527,12.1
178049,50,18,167,Indiana,Vigo County,12,0,107038,54102,52936,4768,3163,235,187,1122,1117,44943,46208,1868,1138,85.15760757861695,12.703899549692633,13.4
178277,50,18,169,Indiana,Wabash County,12,0,30996,15047,15949,127,137,128,107,73,112,14152,15019,431,416,94.1121435023874,4.939347012517744,13.9
178505,50,18,171,Indiana,Warren County,12,0,8265,4102,4163,14,19,13,14,18,31,3914,3964,93,89,95.31760435571688,3.5208711433756803,10.4
178733,50,18,173,Indiana,Warrick County,12,0,62998,30906,32092,623,499,97,83,794,888,28355,29582,632,617,91.96641163211531,6.719260928918379,10.8
178961,50,18,175,Indiana,Washington County,12,0,28036,13987,14049,88,55,39,38,38,47,13497,13607,208,172,96.67570266799828,2.4432872021686403,16.1
179189,50,18,177,Indiana,Wayne County,12,0,65884,31871,34013,1749,1567,139,113,310,403,27776,30044,1111,1019,87.7603059923502,9.730738874385283,11.8
179417,50,18,179,Indiana,Wells County,12,0,28296,13967,14329,145,104,49,35,62,127,13041,13517,529,411,93.85778908679671,5.166808029403449,14.1
179645,50,18,181,Indiana,White County,12,0,24102,12001,12101,131,86,94,82,44,92,10582,10819,1132,994,88.79346112355822,11.015683345780433,9.5
179873,50,18,183,Indiana,Whitley County,12,0,33964,16938,17026,100,67,66,76,88,92,16126,16249,365,384,95.32151690024732,3.6450359203862917,14.8
180101,50,19,1,Iowa,Adair County,12,0,7152,3562,3590,24,18,9,9,23,15,3376,3427,92,90,95.12024608501119,3.9149888143176734,6.8
180329,50,19,3,Iowa,Adams County,12,0,3602,1799,1803,10,8,13,6,11,14,1726,1735,27,25,96.08550805108274,3.1649083842309826,5.5
180557,50,19,5,Iowa,Allamakee County,12,0,13687,6986,6701,126,96,70,26,16,47,6243,6078,541,432,90.01972674800905,9.89259881639512,6.4
180785,50,19,7,Iowa,Appanoose County,12,0,12426,6152,6274,67,50,18,22,40,45,5802,5957,152,126,94.63222275873169,4.184773861258651,7.7
181013,50,19,9,Iowa,Audubon County,12,0,5496,2674,2822,18,13,6,7,15,21,2568,2702,50,55,95.88791848617177,3.36608442503639,4.0
181241,50,19,11,Iowa,Benton County,12,0,25645,12812,12833,106,80,37,36,62,47,12308,12339,178,227,96.10840319750439,3.014232793916943,7.9
181469,50,19,13,Iowa,Black Hawk County,12,0,131228,64624,66604,6201,6528,248,274,1751,1562,51895,53834,3084,2938,80.5689334593227,17.21126588837748,9.3
181697,50,19,15,Iowa,Boone County,12,0,26234,13289,12945,196,115,76,53,55,74,12483,12252,376,324,94.2860410154761,4.837234123656324,6.7
181925,50,19,17,Iowa,Bremer County,12,0,25062,12400,12662,172,130,28,12,130,159,11763,12023,196,209,94.90862660601708,4.13374830420557,6.6
182153,50,19,19,Iowa,Buchanan County,12,0,21175,10507,10668,71,51,30,22,63,68,10031,10257,207,163,95.81109799291617,3.187721369539551,6.6
182381,50,19,21,Iowa,Buena Vista County,12,0,19620,9896,9724,407,263,65,58,1030,937,5600,5779,2642,2543,57.99694189602447,40.494393476044856,4.2
182609,50,19,23,Iowa,Butler County,12,0,14439,7180,7259,24,25,10,16,88,42,6882,7032,113,93,96.36401412840225,2.8464575109079577,6.1
182837,50,19,25,Iowa,Calhoun County,12,0,9668,5014,4654,195,35,24,22,21,11,4618,4445,110,92,93.74224244931733,5.275134464211833,5.3
183065,50,19,27,Iowa,Carroll County,12,0,20165,9979,10186,152,122,35,25,54,56,9355,9654,304,272,94.26729481775354,5.058269278452765,7.1
183293,50,19,29,Iowa,Cass County,12,0,12836,6308,6528,37,22,28,31,24,37,5962,6221,208,156,94.9127454035525,4.230289809909629,4.5
183521,50,19,31,Iowa,Cedar County,12,0,18627,9272,9355,69,50,23,20,47,62,8796,8927,225,206,95.14682987061792,3.7687228217104205,6.9
183749,50,19,33,Iowa,Cerro Gordo County,12,0,42450,20784,21666,522,356,75,87,243,237,18529,19632,1101,1057,89.89634864546525,8.664310954063605,8.9
183977,50,19,35,Iowa,Cherokee County,12,0,11235,5622,5613,89,46,29,22,33,37,5163,5262,261,202,92.79038718291055,6.399643969737427,5.9
184205,50,19,37,Iowa,Chickasaw County,12,0,11933,6000,5933,57,35,7,10,15,32,5695,5673,194,147,95.26523087237074,4.164920807843794,9.3
184433,50,19,39,Iowa,Clarke County,12,0,9395,4791,4604,68,50,51,43,28,51,3813,3814,807,642,81.18147951037787,18.520489622139436,7.9
184661,50,19,41,Iowa,Clay County,12,0,16016,7874,8142,86,62,27,27,65,62,7289,7596,333,325,92.93831168831169,6.1625874125874125,7.7
184889,50,19,43,Iowa,Clayton County,12,0,17549,8897,8652,103,47,21,17,21,26,8479,8336,199,153,95.81742549433017,3.3449199384580317,7.5
185117,50,19,45,Iowa,Clinton County,12,0,46429,22787,23642,714,708,88,89,144,181,20639,21586,826,706,90.94531435094446,7.443623597320641,9.8
185345,50,19,47,Iowa,Crawford County,12,0,16820,8577,8243,390,213,119,103,233,180,5375,5484,2530,2323,64.56004756242568,36.2128418549346,5.3
185573,50,19,49,Iowa,Dallas County,12,0,93453,46056,47397,1345,1131,160,167,2406,2307,38658,40364,2973,2874,84.558013118894,14.29916642590393,6.0
185801,50,19,51,Iowa,Davis County,12,0,9000,4467,4533,16,6,13,12,9,20,4311,4381,77,73,96.57777777777777,2.511111111111111,5.5
186029,50,19,53,Iowa,Decatur County,12,0,7870,3961,3909,114,54,13,25,31,34,3597,3651,157,100,92.09656925031766,6.709021601016518,5.7
186257,50,19,55,Iowa,Delaware County,12,0,17011,8618,8393,87,61,17,16,28,30,8289,8085,134,146,96.25536417612133,3.0509670213391336,6.5
186485,50,19,57,Iowa,Des Moines County,12,0,38967,18982,19985,1214,1205,82,72,161,227,16416,17378,670,652,86.724664459671,10.991351656529885,11.4
186713,50,19,59,Iowa,Dickinson County,12,0,17258,8581,8677,67,38,19,24,51,88,8151,8274,201,179,95.17325298412331,3.8648742612121914,9.9
186941,50,19,61,Iowa,Dubuque County,12,0,97311,48017,49294,1856,1681,151,138,611,616,43232,44641,1247,1313,90.3011992477726,7.8233704308865395,10.6
187169,50,19,63,Iowa,Emmet County,12,0,9208,4641,4567,68,56,63,83,31,30,3975,3993,516,416,86.53344917463076,13.716333622936578,7.1
187397,50,19,65,Iowa,Fayette County,12,0,19650,9896,9754,225,78,30,36,124,107,9084,9203,294,238,93.06361323155217,5.760814249363868,7.4
